experiment_id;seed;instance;n;m;s;best_known_result;max_generations;population_size;encoding_method;selection_method;mutation_method;crossover_method;parent_selection_method;mutation_probability;crossover_probability;elite_size;offspring_size;total_time;best_solution_found;best_solution_hash;elite_fitness;elite_hash;diff;gap
95;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;2.891638041;-0.816901159;-1172016437;-0.8169011593750244,-0.8169011593750244,-0.8169011593750244,-0.8169011593750244,-0.8169011593750244;-1172016437,-1172016437,-1172016437,-1172016437,-1172016437;0.115586984;16.48%
161;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;5.555698156;-0.831052784;-1240078645;-0.8310527838155909,-0.848629778043182,-0.848629778043182,-0.848629778043182,-0.848629778043182,-0.848629778043182,-0.848629778043182,-0.848629778043182,-0.848629778043182,-0.848629778043182,-0.848629778043182,-0.848629778043182,-0.848629778043182,-0.848629778043182,-0.848629778043182;-1240078645,-1240078709,-1240078709,-1240078709,-1240078709,-1240078709,-1240078709,-1240078709,-1240078709,-1240078709,-1240078709,-1240078709,-1240078709,-1240078709,-1240078709;0.129738609;18.50%
131;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;2.79577446;-0.831870846;-1239652629;-0.8318708464850298,-0.8318708464850298,-0.8318708464850298,-0.8318708464850298,-0.8318708464850298,-0.8729837437938711,-0.8729837437938711,-0.8729837437938711;-1239652629,-1239652629,-1239652629,-1239652629,-1239652629,-1105434965,-1105434965,-1105434965;0.130556672;18.62%
106;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;1.362017155;-0.835754307;-1491086648;-0.835754307084619,-0.8859117577222175,-0.8916618767410921,-0.898610432074738,-0.898610432074738;-1491086648,-1507986710,-1491217686,-1491209526,-1491209526;0.134440132;19.17%
165;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;3.282505274;-0.83645208;923825867;-0.8364520795747483,-0.9413513818813053,-0.9910471486975615,-1.0501931206767874,-1.0501931206767874,-1.0501931206767874,-1.0501931206767874,-1.0501931206767874,-1.0501931206767874,-1.0501931206767874,-1.0501931206767874,-1.0501931206767874,-1.0501931206767874,-1.0501931206767874,-1.0501931206767874;923825867,-1223661877,922777323,655390443,655390443,655390443,655390443,655390443,655390443,655390443,655390443,655390443,655390443,655390443,655390443;0.135137905;19.27%
149;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;2.778614759;-0.863209281;-1502264629;-0.8632092808131301,-0.8993099985292754,-0.8993099985292754,-0.9011949772578883,-0.9011949772578883,-0.9011949772578883,-0.9011949772578883,-0.9011949772578883;-1502264629,-1503313205,-1503313205,-1234877749,-1234877749,-1234877749,-1234877749,-1234877749;0.161895106;23.08%
110;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;2.173897028;-0.868255046;655315659;-0.8682550457427487,-0.9893274081905346,-0.9964390659393454,-1.0117202791446243,-1.0323555857361457;655,315,659,791,626,000,000,000,000,000,000,000,000,000,000;0.166940871;23.80%
150;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;7.848500967;-0.873031252;-1570377013;-0.8730312523194894,-0.9006099789157009,-0.9123384393315459,-0.9369915817977015,-0.9485998828091623,-0.9719442672664379,-0.9740850052255238,-0.9836814105458515,-0.9846569077369824,-0.994545531885312,-0.9974701435061438,-1.0009813268940713,-1.0065401134239191,-1.0188132531501322,-1.02294804241537;-1570377013,-1556098487,-1492618549,-1485770101,577106635,-1569688885,-1571523893,-1509068086,-1556753719,-1492618389,-1504939318,-1438881077,-1568681399,723579595,-496897333;0.171717077;24.49%
121;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;4.787675858;-0.87314648;-1172937013;-0.8731464798258788,-0.939380540286264,-0.9649909622208666,-0.9773532859550306,-0.9810042296455772,-0.9955178585885323,-1.0202631327017633,-1.020263132701764;-1172937013,-1169922357,-1189419319,-1172413749,-1437834549,-1470339381,975398634,975333098;0.171832305;24.50%
130;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;2.25154376;-0.879859146;1058493002;-0.8798591458125068,-0.8798591458125068,-0.8798591458125068,-0.8798591458125068,-0.8798591458125068,-0.8875886957204837,-0.9236322501314301,-0.9236322501314301;1,058,493,002,105,840,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.178544971;25.46%
93;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;2.195364237;-0.883407286;958351083;-0.8834072863976457,-0.8834072863976457,-0.9160046547264487,-0.9160046547264487,-0.9160046547264487;958,351,083,958,351,000,000,000,000,000,000,000,000,000,000;0.182093111;25.96%
158;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;7.102205753;-0.889934117;-1086962006;-0.8899341169950008,-0.8938948391250461,-0.8999955380587714,-0.9247070811548536,-0.98744162453298,-0.9902818815354368,-0.9954035327509586,-1.0236959034288033,-1.051615648967497,-1.055347248156845,-1.0561539374477953,-1.062093928899461,-1.0641244251263815,-1.073380937830265,-1.0745112117722708;-1086962006,-1087092822,1060521898,-1156127095,1060333224,-1151973654,-1421249813,-1084856695,790587016,-1273207830,-1369028886,1064461992,-1507888408,1041527531,1041527467;0.188619942;26.90%
115;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;1.710510492;-0.890614217;908486346;-0.8906142165490726,-0.9218938058091332,-0.9218938058091332,-0.9218938058091332,-0.9218938058091332;908,486,346,640,575,000,000,000,000,000,000,000,000,000,000;0.189300042;26.99%
142;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;2.237988234;-0.89203303;841409227;-0.8920330297889392,-0.9322327721810388,-0.9322327721810388,-0.9587225245351129,-0.9694289742526022,-0.9846464639348995,-0.9846464639348995,-0.9846464639348995;841409227,-1171365175,-1171365175,-1305550135,990855881,974086857,974086857,974086857;0.190718855;27.19%
104;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;2.203995705;-0.8924931;-1223525816;-0.8924931000521567,-0.952866287892125,-0.9550783489923295,-0.9550783489923295,-0.9550783489923295;-1223525816,-1220316600,-1202358582,-1202358582,-1202358582;0.191178925;27.26%
116;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;2.152997971;-0.893894229;1058330251;-0.8938942285684789,-0.9409387685057936,-0.9726731088533407,-1.0637660503568722,-1.065062627459282;1058330251,-1218981176,924113547,-1240008888,924114571;0.192580054;27.46%
160;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;4.430633307;-0.896889532;-1157314933;-0.896889531726087,-0.9659684068675669,-0.976891239419309,-0.9925744330439537,-0.9960393907150443,-1.0134006684351842,-1.0145543905315968,-1.0145543905315968,-1.0145543905315968,-1.0145543905315968,-1.0145543905315968,-1.015064829404936,-1.034522038686686,-1.0558065650130943,-1.0664779658537735;-1157314933,727446155,-1171986742,-1154323768,-99326263,-1155217718,913401546,913401546,913401546,913401546,913401546,-1157314997,-1132961144,-1267636534,-99326263;0.195575357;27.89%
107;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;1.695472717;-0.901509142;-1573133623;-0.9015091423320613,-0.9015091423320613,-0.9015091423320613,-0.9015091423320613,-0.9015091423320613;-1573133623,-1573133623,-1573133623,-1573133623,-1573133623;0.200194967;28.55%
170;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;7.109053135;-0.902243565;-1256659222;-0.9022435653516557,-0.9022435653516557,-0.9022435653516557,-0.9970734008935498,-1.0306638058406923,-1.0618897354372792,-1.0625409541431763,-1.0625686787609938,-1.0625686787609938,-1.0719817732633001,-1.0808887850032352,-1.0936974159119093,-1.0977243124798273,-1.0990508361286395,-1.113530319768572;-1256659222,-1256659222,-1256659222,-1507007798,891081451,-1155962293,-1089116535,-1422202231,-1422202231,-1089122679,-1323763991,1996965610,-1491574069,611017578,-1257183254;0.20092939;28.65%
172;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;4.38472414;-0.903068487;924274378;-0.9030684868859464,-0.9050615742475704,-0.9149925528086569,-0.9205581068306969,-0.9294835446133206,-0.93209444098483,-0.93209444098483,-0.93209444098483,-0.9562377888502932,-0.9710556963428287,-0.9710556963428287,-0.9710556963428287,-0.9710556963428287,-0.9710556963428287,-0.9710556963428287;924274378,991380169,993477321,976708296,-1103674680,976700105,976700105,976700105,910115530,909591243,909591243,909591243,909591243,909591243,909591243;0.201754312;28.77%
119;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;1.679588795;-0.904067509;974123657;-0.9040675086800638,-0.9982748076332055,-0.9982748076332055,-0.9982748076332055,-0.9982748076332055;974123657,-1240468855,-1240468855,-1240468855,-1240468855;0.202753334;28.91%
176;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;7.103198051;-0.905292432;1040672458;-0.9052924324851606,-1.0316533994120294,-1.0336988468544996,-1.0487553972071992,-1.0526065687714135,-1.0639739188416197,-1.0703460367311448,-1.0769043957367188,-1.0941728263352348,-1.1079233693935404,-1.1083754661011536,-1.1083754661011536,-1.1083754661011536,-1.1236167451415289,-1.1265093506706496;1040672458,-1136762328,-1106812214,574352075,794973706,960132011,795039242,-1136761336,574540489,795041290,990078635,990078635,990078635,-1136761080,-1254210904;0.203978258;29.09%
114;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;1.265726566;-0.910308192;-1223626006;-0.9103081915531783,-1.0616902709766565,-1.0705468353842154,-1.0752742209510335,-1.080632356327801;-1223626006,-1239555510,-1089125654,-1239948726,-1089123669;0.208994017;29.80%
141;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;1.664076805;-0.91309809;-1155743093;-0.9130980896590838,-0.9697148650091065,-0.9697148650091065,-0.9697148650091065,-0.9697148650091065,-0.9697148650091065,-0.9697148650091065,-0.9697148650091065;-1155743093,-1156790645,-1156790645,-1156790645,-1156790645,-1156790645,-1156790645,-1156790645;0.211783915;30.20%
178;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;4.370873451;-0.920295394;612065995;-0.920295394126515,-0.920295394126515,-0.920295394126515,-0.9417994249674685,-0.9693721167578409,-0.9693721167578409,-0.9854999918695182,-0.9911821734535895,-0.996476420564414,-0.9988842874923374,-0.9988842874923374,-0.9988842874923374,-0.9988842874923374,-0.9988842874923374,-0.9988842874923374;612065995,612065995,612065995,627794634,-1518775733,-1518775733,628708042,-1251388726,-1518644632,612065867,612065867,612065867,612065867,612065867,612065867;0.218981219;31.22%
147;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;1.674047709;-0.92609598;975069898;-0.9260959795602199,-0.9260959795602199,-1.0805549261671952,-1.0805549261671952,-1.0805549261671952,-1.0941457158989387,-1.1689657109925502,-1.1989081550931904;9,750,698,989,750,690,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.224781805;32.05%
134;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;3.567516327;-0.931633866;893272779;-0.9316338662039801,-0.9478846962344537,-0.9638194843968142,-1.0179937802922698,-1.018936878471335,-1.0233108079454127,-1.0235306719270465,-1.0259244064219477;893272779,-48598328,1027490443,1027228363,1060586378,1031160459,-1489714550,-48729400;0.230319691;32.84%
144;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;2.03929925;-0.933377457;-1485225270;-0.9333774570694194,-0.9508551770097342,-0.9603522811654438,-0.9755773441277923,-1.012300992321082,-1.0241525884324456,-1.0241525884324456,-1.0241525884324456;-1485225270,-1486272822,-1486273846,-1490464054,-1419685174,-1489419574,-1489419574,-1489419574;0.232063282;33.09%
143;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;2.760880947;-0.946917355;-1536335158;-0.946917355175259,-0.946917355175259,-0.946917355175259,-0.946917355175259,-0.946917355175259,-0.946917355175259,-0.946917355175259,-0.946917355175259;-1536335158,-1536335158,-1536335158,-1536335158,-1536335158,-1536335158,-1536335158,-1536335158;0.24560318;35.02%
177;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;3.260402918;-0.947966611;926307050;-0.9479666111260843,-1.0083998589492964,-1.0083998589492964,-1.0083998589492964,-1.0126500317904952,-1.013387548844478,-1.013387548844478,-1.0210889076169076,-1.0481729778258504,-1.0481729778258504,-1.0644753657016022,-1.0692343446380046,-1.0694651154852517,-1.08179868589247,-1.105620166476643;926307050,-1434553719,-1434553719,-1434553719,658395882,657871594,657871594,-1436650871,-1223105816,-1223105816,-1761578293,-1761545526,-1435078007,926303210,790127274;0.246652436;35.17%
175;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;5.509278536;-0.949234655;-1122208886;-0.9492346547717193,-1.0192577177148088,-1.0639228912792023,-1.0669381767645074,-1.0763681940360068,-1.0806245190976642,-1.0973697459955294,-1.0980718201060635,-1.09876356712042,-1.099007923785826,-1.1096112638245117,-1.112208649984591,-1.1243009275442462,-1.134189278900191,-1.1429419700186012;-1122208886,-1220877815,842519499,727175880,727143144,1025266570,1058816906,727145160,-1268030519,-1101760888,-1237654999,389282506,-1087347991,-1103961559,525620906;0.24792048;35.35%
92;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;3.348245621;-0.950344627;924796617;-0.950344627179137,-0.9514391582523569,-0.9713776179146743,-0.9830598599109535,-0.9865710270412842;924796617,-1485683128,909625032,909592264,924796617;0.249030452;35.51%
100;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;1.370835781;-0.95213205;-1256556982;-0.9521320500891222,-0.9521320500891222,-0.9521320500891222,-0.9521320500891222,-0.9521320500891222;-1256556982,-1256556982,-1256556982,-1256556982,-1256556982;0.250817875;35.76%
171;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;3.27105093;-0.95355957;-1156656503;-0.9535595701118352,-0.9535595701118352,-0.9535595701118352,-0.9875944102457705,-0.9930139242764366,-1.0064586798761785,-1.0780040716333328,-1.0780040716333328,-1.0933304042235346,-1.0949826565557217,-1.1067137687004196,-1.1077572877969262,-1.1532281528564887,-1.1532281528564887,-1.1587517232636548;-1156656503,-1156656503,-1156656503,-1156660535,-1425026423,-1089551735,-1156136055,-1156136055,-1224285527,-1090067831,-1425157430,-1089682807,-1190210903,-1190210903,-1425157431;0.252245395;35.97%
120;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;4.024455786;-0.95676869;-1305186581;-0.9567686897129531,-1.005775954597505,-1.0100474678336375,-1.0100474678336375,-1.0100474678336375,-1.0100474678336375,-1.019620799499128,-1.040925257261439;-1,305,186,581,724,260,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.255454515;36.43%
140;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;3.571268559;-0.959630703;-1087213047;-0.9596307033965412,-1.038292283771371,-1.0614430416133802,-1.104324169493873,-1.104324169493873,-1.104324169493873,-1.1172138915797656,-1.151083496775266;-1087213047,-1088261621,-1440843063,-1418280279,-1418280279,-1418280279,957540075,-1418280407;0.258316528;36.83%
166;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;4.415363073;-0.963004279;-1625991542;-0.9630042791985978,-0.9630042791985979,-0.9630042791985979,-0.9630042791985979,-0.9630042791985979,-0.9630042791985979,-0.9630042791985979,-0.9749910267832474,-0.9749910267832474,-0.9749910267832474,-0.9749910267832474,-0.9860615231950627,-0.9860615231950627,-0.9860615231950627,-0.9860615231950627;-1625991542,-1626057078,-1626057078,-1626057078,-1626057078,-1626057078,-1626057078,-1760241974,-1760241974,-1760241974,-1760241974,-1626024310,-1626024310,-1626024310,-1626024310;0.261690104;37.31%
118;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;1.361796856;-0.964926648;842195657;-0.964926647918208,-0.9858039328754774,-1.0196755569091114,-1.0237964130241324,-1.0385166193278563;842195657,976413385,711124617,-1089580472,980607625;0.263612473;37.59%
163;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;5.493255138;-0.965673138;-1088961879;-0.9656731382411657,-0.9767192477042796,-0.9767192477042796,-0.9767192477042796,-1.0241841250270987,-1.0342364555627177,-1.0395476951496072,-1.0415946410011696,-1.0415946410011696,-1.0415946410011696,-1.1101572624542908,-1.1174132047683407,-1.1402801100141495,-1.151809608803569,-1.152831031218604;-1088961879,-1088961880,-1088961880,-1088961880,-1103148344,-1224644757,-1491373240,-1086373304,-1086373304,-1086373304,-1103148472,-1088462264,924345067,-1186997688,-1585950005;0.264358963;37.69%
168;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;3.896733761;-0.965676396;-1118026008;-0.965676395991971,-1.0209581741367695,-1.0397865916779438,-1.0592934316546028,-1.0638338777445322,-1.102442543233012,-1.1073992083960984,-1.1238642352177288,-1.1770991859687316,-1.1874895195737714,-1.189957143533754,-1.2183185811145927,-1.2240598328271675,-1.226461272070717,-1.2311981404121806;-1118026008,1058423723,-1118026008,-1089059957,-1252243736,-1487179127,-1491438711,880757449,1058174858,-1300864407,-1505004599,-1657190742,-1372625216,1062486955,-1659025750;0.264362221;37.70%
133;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;2.810213089;-0.968191892;-1420987702;-0.9681918923308676,-1.0119631331335717,-1.0304276106480086,-1.0482779197880516,-1.0838701539710147,-1.0972719209869495,-1.097726835009285,-1.100425700506341;-1420987702,906851146,-1238052214,660689610,-1256930582,661213898,1042477962,-1105136758;0.266877717;38.05%
109;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;1.704222202;-0.96935119;760903338;-0.9693511895020381,-0.9876748359952539,-0.9876748359952539,-0.9876748359952539,-0.9876748359952539;760,903,338,794,456,000,000,000,000,000,000,000,000,000,000;0.268037015;38.22%
97;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;1.73223567;-0.97107288;-1491245366;-0.9710728800321078,-1.0005249673475327,-1.0834672314180318,-1.1087922016902425,-1.1938351051503733;-1491245366,-1223858486,-1502316824,-1774952757,880469602;0.269758705;38.46%
136;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;2.228040218;-0.98273478;1061570122;-0.9827347797308952,-1.0014866636342739,-1.0067065367059804,-1.0150736732615948,-1.035096181655645,-1.0439244241558872,-1.0439244241558872,-1.0482833596474173;1061570122,-1490982197,1044801098,-1358335253,910583402,789281451,789281451,-1356764533;0.281420605;40.13%
128;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;3.637910128;-0.990166919;-1137122678;-0.9901669186614926,-1.0155262148629658,-1.0173024365856818,-1.0341164901249187,-1.0366294515508312,-1.1002309047652619,-1.1002309047652619,-1.1002309047652619;-1137122678,-1103804790,958386922,-1267349878,-1204428149,-1267349879,-1267349879,-1267349879;0.288852744;41.19%
139;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;2.79534483;-0.994634596;976351883;-0.9946345958176128,-1.111680434439852,-1.1759358453133641,-1.1761026443080185,-1.1855270400796267,-1.1870617893831898,-1.1870617893831898,-1.1870617893831898;976351883,897274443,-1221373235,927169099,974254763,976319083,976319083,976319083;0.293320421;41.82%
162;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;3.926672697;-1.003371922;-1503312150;-1.0033719215647359,-1.0680082103257107,-1.084865335283324,-1.1330756673537674,-1.1385276937483524,-1.1416289858241793,-1.146059770825461,-1.159147109656958,-1.1598516579555298,-1.1808875711250277,-1.1943718565935093,-1.1969035684533407,-1.2018680204006034,-1.20697682625858,-1.22705789117196;-1503312150,-1369217397,-1503435157,-1507367317,-1502418200,-1502450967,-1503377814,-1369217493,-1369217525,-1435085176,-1368233303,624871146,1850177034,789737098,-1370720728;0.302057747;43.07%
98;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;2.186295271;-1.004409372;610267754;-1.0044093722468952,-1.0592776355298914,-1.2218222600746638,-1.2282638620534723,-1.2282638620534723;610,267,754,606,073,000,000,000,000,000,000,000,000,000,000;0.303095197;43.22%
157;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;5.5167768;-1.008503215;993224424;-1.0085032148617445,-1.066232433876354,-1.0668075575737834,-1.0721982487747634,-1.0798629535560929,-1.0890616657799725,-1.0925392800299345,-1.1331394560797956,-1.1358809625134367,-1.1378568131943307,-1.1450802849541413,-1.1453050270178515,-1.1556764772571289,-1.1716055041196436,-1.1767813422183648;993224424,-1087282613,-1691195672,993227496,505181930,706576106,-1640739126,992175848,891181963,-1691195670,-1640864022,891182987,-1692178712,790060746,456353482;0.30718904;43.80%
108;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;1.359296799;-1.0155175;993162952;-1.0155175004341943,-1.102214001036156,-1.1030308572608276,-1.1030846614635537,-1.1073673243724136;993162952,993687240,993160904,-1374259256,-1268027832;0.314203325;44.80%
146;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;3.560174465;-1.016507349;-1434492215;-1.016507349144231,-1.0527572131696545,-1.065380924310506,-1.0655220466507598,-1.08795183513373,-1.1174266724983661,-1.1195376157417027,-1.1248230126456313;-1434492215,-1333869847,-1087347058,-1742930293,-1434983735,-1334423831,-1334392087,-350268917;0.315193174;44.94%
169;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;5.491966486;-1.025540135;-1105897845;-1.0255401352642268,-1.0618738220199662,-1.0767803759933139,-1.079526710405718,-1.109872954351032,-1.1523607807505023,-1.1540371750934935,-1.1560348463541077,-1.163158538565644,-1.186006141320584,-1.192353649066682,-1.1934687694083368,-1.1997297600936903,-1.2097927175861307,-1.2097927175861307;-1105897845,-1105897845,-1290606870,-1105895797,1007515338,-32156021,1057769162,923030379,-1307056150,773776008,-1173006709,-1189648408,1024030346,1007515274,1007515274;0.32422596;46.23%
127;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;2.833432913;-1.028642821;-1221430615;-1.0286428209850313,-1.1200794050787364,-1.1502291953355868,-1.153360412352154,-1.1638387255959721,-1.165313057677087,-1.1830603417405272,-1.207468959508443;-1221430615,-1355781496,-1090104376,-378583320,-1355521400,104561386,-1224055096,-1269007416;0.327328646;46.67%
145;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;50;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;2.787292957;-1.035503879;-1170980117;-1.035503879116657,-1.035503879116657,-1.035503879116657,-1.037960533809429,-1.0448043381251695,-1.0465979695454344,-1.1109596973164415,-1.1173752769582495;-1170980117,-1170980117,-1170980117,-1284159765,975463147,-1569368373,-1707681111,-1300934965;0.334189704;47.65%
156;3356;Instance_40_2.mat;40;10;20;-0.701314175;1000;100;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;3.938895464;-1.038539375;-1692306742;-1.0385393748064722,-1.0688775099533883,-1.0767903879253273,-1.0928354722129774,-1.100602458173987,-1.1176233781155829,-1.1527347034404396,-1.1883899629631205,-1.1900173615307157,-1.1947932481537913,-1.215230209835747,-1.2187510890829572,-1.2187510890829572,-1.2187510890829572,-1.2390304813685207;-1692306742,-1625206070,488527594,437778955,454294027,439801483,-1355463158,-1692305846,1595110922,655120106,-13348342,523400746,523400746,523400746,-1135163895;0.3372252;48.08%
