experiment_id;seed;instance;n;m;s;best_known_result;max_generations;population_size;encoding_method;selection_method;mutation_method;crossover_method;parent_selection_method;mutation_probability;crossover_probability;elite_size;offspring_size;total_time;best_solution_found;best_solution_hash;elite_fitness;elite_hash;diff;gap
426;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;100;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;5.012401819;-2.973548413;-1181504360;-2.973548413446899,-3.081117461260101,-3.091908268045755,-3.104180320329957,-3.1410904387425944,-3.1477234646074117,-3.1674781062028954,-3.1823270842731755,-3.1862487907364185,-3.19088866797454,-3.19088866797454,-3.19088866797454,-3.1909126243207555,-3.1936942409266766,-3.2000430410359915;-1181504360,-1881987390,-1419648781,-1181504296,-1423843077,515598012,-1423842822,-1419648781,-1972507423,-1423843085,-1423843085,-1423843085,-1423843085,-1420631841,-1419648781;0.638723579;27.36%
433;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;100;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;6.883514404;-2.973548616;731606772;-2.9735486164998206,-3.0105091395351247,-3.0654000560954175,-3.0829167064259817,-3.105954541070859,-3.1114547118519136,-3.11653722709086,-3.1230531088688127,-3.1330645289799612,-3.1442116555879496,-3.1496706856863286,-3.150599705805305,-3.154666206639854,-3.1576321575646795,-3.157969195955076;731606772,-1693389072,-1699730516,-1680120148,590554022,467398048,-1820810766,1071689193,-1708119124,-1921914394,-1684003337,557032358,490972140,-1708119124,-1693421584;0.638723782;27.36%
436;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;100;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;5.679759741;-2.984441225;-1670847027;-2.9844412253119543,-3.007460927100615,-3.0339669025158256,-3.0441062686348452,-3.0601138557636487,-3.0740391221273957,-3.0740391221273957,-3.0740391221273957,-3.0740391221273957,-3.0740391221273957,-3.0740391221273957,-3.0815789611923377,-3.0826937146351536,-3.0855217724959774,-3.0855217724959774;-1670847027,-1670846929,-1687624649,-1670847057,-1623136645,-1687622617,-1687622617,-1687622617,-1687622617,-1687622617,-1687622617,251850159,-1687624243,218295727,218295727;0.649616391;27.82%
440;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;8.996331215;-2.987362066;-1088215891;-2.987362066035142,-3.00444254509614,-3.0249544428313286,-3.0249544428313286,-3.0249544428313286,-3.025463887185444,-3.036923473502408,-3.040542012354736,-3.0407718943645183,-3.0666433916884155,-3.093525728703711,-3.1128829934065534,-3.1225388454713103,-3.127026482063804,-3.1273308675569487;-1088215891,760425643,-1088215891,-1088215891,-1088215891,666084269,-308158243,-308174627,790866921,-1088183123,791915517,-1142726474,-1084792659,-1412700619,-1141677898;0.652537231;27.95%
447;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;100;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;4.207137346;-3.000675563;-1409638236;-3.0006755626828414,-3.025677568918723,-3.0305099627277206,-3.0329280981674103,-3.040090897968043,-3.041944218488973,-3.0463477716002565,-3.0480871516593755,-3.0488956496922652,-3.0604906369267,-3.076241547461515,-3.0832618026936345,-3.0882972852314214,-3.0900298510423356,-3.0903635275576447;-1409638236,-1409638236,-1411831327,-1409736478,-1411735388,-1409769288,-1409638235,-1141268235,-1409703707,-1409769246,-1409769224,-1411735372,-1409769224,-1946509148,-1946607390;0.665850728;28.52%
429;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;100;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;4.206571817;-3.005993626;-1076646732;-3.005993626288171,-3.032072354199398,-3.078941278840107,-3.109969573570288,-3.1151066687995304,-3.1317101878347584,-3.151276743012028,-3.1524599348509903,-3.154040683404506,-3.154040683404506,-3.154040683404506,-3.1584109524290676,-3.1595203192174126,-3.1618654420931946,-3.1618654420931946;-1076646732,-1076647748,-1076647748,-1613517659,-1076646762,-1076778818,-1613517659,-1076254284,-1613517659,-1613517659,-1613517659,-1076646747,-1093424964,-1613517659,-1613517659;0.671168792;28.75%
378;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;1.587356567;-3.008695003;795992468;-3.0086950033083357,-3.107362266533076,-3.107362266533076,-3.107362266533076,-3.107362266533076;795,992,468,462,663,000,000,000,000,000,000,000,000,000,000;0.673870169;28.86%
380;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;2.753906965;-3.025901802;-1956010764;-3.0259018017187524,-3.0556225441654035,-3.0556258585474945,-3.0829032278896182,-3.0829032278896182;-1956010764,-1109312832,-1109312832,-1121895744,-1121895744;0.691076967;29.60%
414;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;50;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;2.595966816;-3.026141423;162194939;-3.0261414234211528,-3.110223092444074,-3.110223092444074,-3.110223092444074,-3.147158956358394,-3.1647212001004754,-3.1647212001004754,-3.1647212001004754;162194939,195749371,195749371,195749371,-1079817758,-1079883278,-1079883278,-1079883278;0.691316589;29.61%
408;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;2.576788902;-3.033729186;732965623;-3.033729185885015,-3.054191468258776,-3.0626217271141423,-3.063144429662396,-3.063144429662396,-3.063144429662396,-3.0639013312010146,-3.0647027668795985;732965623,-1951388681,1030792634,1030792618,1030792618,1030792618,196094967,1030792618;0.698904351;29.93%
427;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;100;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;6.975752592;-3.040984009;-1105598026;-3.0409840090269245,-3.0409840090269245,-3.0409840090269245,-3.0467442483944356,-3.0657394084097014,-3.0671428089751496,-3.078915129718754,-3.0957425336611175,-3.0960070822783763,-3.0971406075023253,-3.100751119549362,-3.107253564541164,-3.109977511933371,-3.1136620487985223,-3.115644847125354;-1105598026,-1105598026,-1105598026,-1899290521,-1105598026,-1845975378,754033081,-382686033,-1173626633,-1168907802,-2099551769,-1416893532,754033065,-1277974804,-1448465427;0.706159174;30.24%
372;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;30;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;1.589891195;-3.045019776;467839473;-3.0450197761301308,-3.061504009939159,-3.08365935545328,-3.1106837740608855,-3.1289289092621178;467839473,-2124192791,-2124209159,-1857854487,399746547;0.710194942;30.42%
366;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;30;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;1.593744278;-3.045304645;1766582713;-3.0453046448041046,-3.049185974823073,-3.147931249162581,-3.186870231294218,-3.1931182927612225;176,658,271,317,623,000,000,000,000,000,000,000,000,000,000,000;0.71047981;30.43%
402;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;50;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;2.576997519;-3.079834472;-1387157254;-3.0798344717695367,-3.222114415381122,-3.231228318642068,-3.242169319060136,-3.24826309735786,-3.281955513636611,-3.2936767992836344,-3.2965069518684302;-1387157254,-1749293403,-1750341979,-1386635014,1575003603,461794295,435807464,-1812207963;0.745009637;31.91%
405;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;50;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;2.146248817;-3.080142652;765141919;-3.0801426524211424,-3.130257416800615,-3.2335764665566655,-3.235560996358727,-3.2423667120641833,-3.2504344471008335,-3.2583993017041166,-3.2810298530445516;765141919,198208647,-108123986,164654279,248540295,-1740067655,-1941390095,-108124018;0.745317818;31.92%
438;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;5.086114407;-3.098339866;196748696;-3.098339865840687,-3.1067755374771595,-3.145946798486924,-3.157708071490478,-3.2087430215239987,-3.2113920938523104,-3.212105073441441,-3.227092842246789,-3.243891759523874,-3.244360461189545,-3.2489631250393836,-3.249487907644256,-3.252263598423746,-3.2654249437902023,-3.2654249437902023;196748696,948170218,-1115246931,948104682,972678538,948104682,-1110431494,699410333,972678538,1227927453,-1923371879,-1923879031,241755755,145436406,145436406;0.763515031;32.70%
417;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;50;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;2.172302008;-3.103324672;-337108749;-3.1033246719910315,-3.1033246719910315,-3.1033246719910315,-3.1033246719910315,-3.1033246719910315,-3.1033246719910315,-3.1033246719910315,-3.1033246719910315;-337108749,-337108749,-337108749,-337108749,-337108749,-337108749,-337108749,-337108749;0.768499837;32.91%
387;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;30;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;1.322951317;-3.11522416;-1100013403;-3.1152241600525166,-3.420411470718759,-3.4599325868820663,-3.4844072303979354,-3.492037470471318;-1100013403,-1087369531,-1091802884,-367287071,-1180751865;0.780399325;33.42%
382;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;1.778133392;-3.150464855;-1902941084;-3.1504648549307,-3.1504648549307,-3.1575417522691422,-3.27239172570481,-3.2803655935268594;-1902941084,-1902941084,-1902941082,-1884132347,-1884068827;0.81564002;34.93%
399;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;50;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;2.188655138;-3.160848886;-1995198587;-3.160848886328143,-3.17238210235797,-3.215116247565093,-3.253237939507879,-3.256710793584927,-3.2644377912114284,-3.2644377912114284,-3.2805532801888386;-1995198587,-1555323215,949953212,-1458327675,949953212,-2095323231,-2095323231,-1458360412;0.826024052;35.38%
441;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;4.238553047;-3.177932587;722168824;-3.1779325868584833,-3.312777607041328,-3.3361463792639228,-3.338057907912065,-3.347474370458867,-3.3606371456283024,-3.3620379418299615,-3.3856653153190135,-3.3880608101701637,-3.3900528107779686,-3.391839892298878,-3.391935945486492,-3.391935945486492,-3.391935945486492,-3.391935945486492;722168824,729886691,237551495,700582883,696388579,729885667,237551559,190688469,-1459483677,190688471,722168824,696454115,696454115,696454115,696454115;0.843107752;36.11%
381;3356;Instance_60_2.mat;60;15;30;-2.334824835;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;1.333859205;-3.237581653;211464183;-3.237581652619302,-3.3281040544384215,-3.3281040544384215,-3.3281040544384215,-3.3281040544384215;211,464,183,211,464,000,000,000,000,000,000,000,000,000,000;0.902756818;38.66%
538;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;100;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;5.673099279;-1.467362012;1404630592;-1.4673620115066033,-1.5408831714592162,-1.5648348640046827,-1.5648348640046827,-1.5648348640046827,-1.5648348640046827,-1.5648348640046827,-1.5648348640046827,-1.5832137218016993,-1.5832137218016993,-1.5832137218016993,-1.5872024295775984,-1.631067556522686,-1.6425146783706421,-1.6434906104789786;140,463,059,214,046,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.0672498;4.80%
539;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;100;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;7.11314249;-1.481117978;2074331723;-1.4811179775493928,-1.4811179775493928,-1.4811179775493928,-1.4811179775493928,-1.4811179775493928,-1.4811179775493928,-1.4811179775493928,-1.4811179775493928,-1.4811179775493928,-1.4811179775493928,-1.4811179775493928,-1.4811179775493928,-1.4811179775493928,-1.4811179775493928,-1.4811179775493928;207,433,172,320,743,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.081005766;5.79%
515;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;100;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;11.17080998;-1.490225418;1936569153;-1.490225417986711,-1.506522621701324,-1.506522621701324,-1.506522621701324,-1.506522621701324,-1.506522621701324,-1.506522621701324,-1.506522621701324,-1.506522621701324,-1.506522621701324,-1.506522621701324,-1.506522621701324,-1.506522621701324,-1.506522621701324,-1.506522621701324;193,656,915,319,360,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.090113206;6.44%
514;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;100;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;9.656821012;-1.4914154;1929505353;-1.4914153998910418,-1.491735901567371,-1.491735901567371,-1.491735901567371,-1.491735901567371,-1.491735901567371,-1.491735901567371,-1.491735901567371,-1.491735901567371,-1.491735901567371,-1.491735901567371,-1.491735901567371,-1.491735901567371,-1.491735901567371,-1.491735901567371;192,950,535,320,637,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.091303188;6.52%
484;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;50;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;4.87288475;-1.502885156;-1146959285;-1.5028851563236638,-1.5028851563236638,-1.5028851563236638,-1.5028851563236638,-1.5028851563236638,-1.5028851563236638,-1.513053965423202,-1.5203073013184905;-1146959285,-1146959285,-1146959285,-1146959285,-1146959285,-1146959285,-1146958261,-1280652469;0.102772944;7.34%
455;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;30;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;3.376281977;-1.519655425;1402851144;-1.519655425442759,-1.5203872240061704,-1.5203872240061704,-1.5203872240061704,-1.5203872240061704;14,028,511,441,402,800,000,000,000,000,000,000,000,000,000,000,000;0.119543214;8.54%
454;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;30;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;2.931780815;-1.540099474;431218251;-1.5400994741489047,-1.5400994741489047,-1.5400994741489047,-1.5400994741489047,-1.544976378786921;431,218,251,431,218,000,000,000,000,000,000,000,000,000,000;0.139987262;10.00%
513;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;100;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;8.187264681;-1.540447012;-611078454;-1.5404470120479434,-1.5404470120479434,-1.5652162183974503,-1.5652162183974503,-1.5652162183974503,-1.5652162183974503,-1.591540090166347,-1.591540090166347,-1.591540090166347,-1.6102004203143192,-1.6145618022524815,-1.6176419328128473,-1.6201283665909858,-1.6201283665909858,-1.6201283665909858;-611078454,-611078454,-1682723222,-1682723222,-1682723222,-1682723222,-611078454,-611078454,-611078454,-611078454,-1684820278,-1953321365,-1682723158,-1682723158,-1682723158;0.1403348;10.02%
509;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;50;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;3.614171028;-1.55460102;-1592861109;-1.5546010204837237,-1.5546010204837237,-1.5546010204837237,-1.5546010204837237,-1.5546010204837237,-1.5546010204837237,-1.5546010204837237,-1.5546010204837237;-1592861109,-1592861109,-1592861109,-1592861109,-1592861109,-1592861109,-1592861109,-1592861109;0.154488809;11.03%
521;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;100;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;7.152843237;-1.56360013;703773258;-1.5636001301284908,-1.5701622164000986,-1.584045765735795,-1.584045765735795,-1.584045765735795,-1.584045765735795,-1.584045765735795,-1.584045765735795,-1.584045765735795,-1.584045765735795,-1.584045765735795,-1.584045765735795,-1.584045765735795,-1.584045765735795,-1.584045765735795;703,773,258,701,676,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.163487918;11.68%
488;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;50;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;4.542069912;-1.592378601;420272969;-1.5923786008506489,-1.7518949732292821,-1.8064048251570317,-1.8302921490586002,-1.8302921490586002,-1.8302921490586002,-1.8302921490586002,-1.8302921490586002;4,202,729,692,098,050,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.192266389;13.73%
527;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;100;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;7.313080311;-1.603022801;-612324405;-1.6030228014477763,-1.6854609866187638,-1.6857547184300032,-1.6857547184300032,-1.6972148634558617,-1.6972148634558617,-1.6972148634558617,-1.6972148634558617,-1.6973169557977048,-1.699399896292184,-1.7016726596552805,-1.7016726596552805,-1.7016726596552805,-1.7016726596552805,-1.7016726596552805;-612324405,-612324405,-612258967,-612258967,197233514,197233514,197233514,197233514,1899100867,-1686066357,-1686066229,-1686066229,-1686066229,-1686066229,-1686066229;0.20291059;14.49%
497;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;50;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;3.643263578;-1.606718445;825293411;-1.6067184446150384,-1.6767024688662149,-1.728519832905894,-1.7397385968013803,-1.7397385968013803,-1.7397385968013803,-1.7441627874681123,-1.7536765614397747;825293411,-1850672541,-1313801374,-1850672285,-1850672285,-1850672285,-1850672541,-1322190237;0.206606233;14.76%
452;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;30;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;3.936207533;-1.616125033;-1047070136;-1.6161250329590247,-1.6353913798892932,-1.641578799725008,-1.641578799725008,-1.641578799725008;-1047070136,-778634687,-510199224,-510199224,-510199224;0.216012821;15.43%
464;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;30;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;2.771570683;-1.627931624;1405336425;-1.627931623850166,-1.6849298709506977,-1.6919126216939924,-1.7023667909553892,-1.705331643693074;14,053,364,251,405,300,000,000,000,000,000,000,000,000,000,000,000;0.227819412;16.27%
481;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;50;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;5.514174223;-1.632275561;154320483;-1.6322755607046453,-1.632561246316928,-1.6348500256883587,-1.637616329851517,-1.6460669266122763,-1.6502192426884035,-1.6688481469595977,-1.677497219590653;154320483,-1993163165,221427299,208844387,-1456292253,-1993165213,-1993163166,-1458520214;0.232163349;16.58%
461;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;30;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;2.214145899;-1.634552597;-210653621;-1.634552596621603,-1.694468358699983,-1.694468358699983,-1.694468358699983,-1.694681976753797;-210653621,-349061557,-349061557,-349061557,-349065653;0.234440385;16.74%
467;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;30;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;2.216434956;-1.654065771;1502722632;-1.6540657705721034,-1.6558547833949468,-1.6558547833949468,-1.6558547833949468,-1.6572044384965148;15,027,226,321,494,300,000,000,000,000,000,000,000,000,000,000,000;0.253953559;18.14%
453;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;30;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;2.517307043;-1.658262926;562748234;-1.658262925845661,-1.658262925845661,-1.658262925845661,-1.658262925845661,-1.658262925845661;562,748,234,562,748,000,000,000,000,000,000,000,000,000,000;0.258150714;18.44%
491;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;50;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;3.655472279;-1.661696986;-1976055189;-1.6616969855485908,-1.6616969855485908,-1.6616969855485908,-1.678594074379645,-1.6819347880919395,-1.6819347880919395,-1.6819347880919395,-1.6819347880919395;-1976055189,-1976055189,-1976055189,-1967928725,-1967928725,-1967928725,-1967928725,-1967928725;0.261584774;18.68%
483;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;50;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;4.172276497;-1.668904197;-1580016021;-1.6689041972928584,-1.7120830170848418,-1.7244040710896253,-1.741408151766424,-1.7489051046150212,-1.7489051046150212,-1.7506150235397913,-1.7506150235397913;-1580016021,-1580016021,-1512907157,-1596719509,-1261250965,-1261250965,-1529684373,-1529684373;0.268791985;19.20%
506;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;50;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;4.52721715;-1.684508951;1403449963;-1.6845089509642424,-1.7656184710509426,-1.7656184710509426,-1.7656184710509426,-1.7864134871628652,-1.7866431295248815,-1.7961718837059042,-1.7981209612055529;1403449963,329675371,329675371,329675371,-1818070423,1403449931,1135014507,1403445867;0.284396739;20.31%
524;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;100;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;8.919238091;-1.694490523;-1155273151;-1.6944905225673716,-1.8177803432196413,-1.8177803432196413,-1.8177803432196413,-1.8191543200722307,-1.8196267110875504,-1.848131987217899,-1.851594936523545,-1.855497514252362,-1.8687512738512861,-1.869504004238482,-1.8738497373331093,-1.8875085633921764,-1.902204113304247,-1.9174109286696046;-1155273151,1235262274,1235262274,1235262274,-341275839,-1314270648,-341276093,-1580614072,-375352734,161544770,-1078747584,-1149179296,-1837583775,-1816200640,161536834;0.294378311;21.03%
458;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;30;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;2.73546505;-1.697221944;-1158435253;-1.6972219436329772,-1.7300849655700348,-1.7300849655700348,-1.7318183621408232,-1.7318183621408232;-1158435253,-1159483829,-1159483829,-1158435253,-1158435253;0.297109732;21.22%
480;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;50;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;4.518891573;-1.698095885;1393682249;-1.698095884885851,-1.7334190975398642,-1.7336643203003648,-1.7406051610129016,-1.7429569808577452,-1.7617596895725853,-1.7907047475819868,-1.7961802095032895;13,936,822,491,397,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.297983673;21.28%
494;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;50;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;4.555535555;-1.705802643;294120043;-1.7058026433249467,-1.7248896873994186,-1.7621096417629858,-1.7915946346473417,-1.7915946346473417,-1.7915946346473417,-1.7994311408661647,-1.8201095684679154;294120043,-2096895413,-712712638,688819016,688819016,688819016,50555499,-1828623773;0.305690431;21.83%
485;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;50;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;5.582020998;-1.70709497;-1115641238;-1.7070949703619913,-1.7070949703619913,-1.7070949703619913,-1.7070949703619913,-1.7070949703619913,-1.7070949703619913,-1.7070949703619913,-1.7070949703619913;-1115641238,-1115641238,-1115641238,-1115641238,-1115641238,-1115641238,-1115641238,-1115641238;0.306982758;21.93%
482;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;50;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;6.474388123;-1.716548037;1090776939;-1.7165480370768003,-1.740979459351095,-1.8139272686935777,-1.8293898497641432,-1.8331800140144445,-1.8615048211252108,-1.8763207249962792,-1.8951423538473209;1090776939,1091825515,1099165546,-1056706709,1166266210,2031483753,1761856363,1132949354;0.316435825;22.60%
510;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;100;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;9.066160202;-1.719699501;-1816047797;-1.7196995014332468,-1.7730989737827347,-1.8172960240131417,-1.8172960240131417,-1.8172960240131417,-1.821922321609772,-1.830016176056327,-1.8582654522293414,-1.8633598994579232,-1.873879132762115,-1.8741144243031052,-1.875802766549099,-1.8886604277801315,-1.9077807984514585,-1.9227089523765202;-1816047797,-1820242102,-1818734773,-1818734773,-1818734773,-1816064181,-1819783349,-1827123349,-1816055989,-2088120501,327797322,-1832825013,-1683519637,-1853272245,724864515;0.319587289;22.83%
518;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;100;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;8.932971954;-1.741074521;1260335713;-1.7410745214047996,-1.8157710486871312,-1.8652671185983254,-2.009692744697588,-2.0151374163539733,-2.033800513179284,-2.0421394603473457,-2.0461137354699295,-2.0735260838708016,-2.073828768779649,-2.0886665722030684,-2.097540805649573,-2.102514989504031,-2.1029870419069634,-2.105326625951812;1260335713,-1424224695,1130312289,1763164042,1259810536,-1424224695,1745256011,1260336737,-867058071,-1278178558,-2093885565,1293532713,137620067,1218166506,-1424216503;0.340962309;24.35%
520;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;100;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;5.706140041;-1.74378835;2045459041;-1.7437883503371976,-1.7437883503371976,-1.7437883503371976,-1.7437883503371976,-1.7437883503371976,-1.7437883503371976,-1.7437883503371976,-1.7437883503371976,-1.7437883503371976,-1.7437883503371976,-1.7437883503371976,-1.7437883503371976,-1.7437883503371976,-1.7437883503371976,-1.7437883503371976;204,545,904,120,454,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.343676138;24.55%
463;3356;Instance_60_3.mat;60;15;30;-1.400112212;1000;30;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;2.178585052;-1.757127803;-1684943222;-1.7571278030759285,-1.7571278030759285,-1.7571278030759285,-1.7571278030759285,-1.7571278030759285;-1684943222,-1684943222,-1684943222,-1684943222,-1684943222;0.357015591;25.50%
