-2.840162277964485,-5.81826593231532,-1.5538065375157495,-1.5931054490528478,-1.5642270370493894,-1.5642270370493894,-1.5642270370493894,-1.5709805518389914
-3.1778444783653197,-5.896567814996694,-0.7013141749532328,-0.7013141749532328,-0.7013141749532328,-0.7116140860751056,-0.7116140860751056,-0.7116140860751056
-4.7766226058345564,-5.323051333157576,-1.4701360685691593,-1.4701360685691593,-1.4265686998844604,-1.4265686998844602,-1.4265686998844602,-1.4265686998844602
-4.63387774980462,-5.594903153698912,-1.7846330048880383,-1.7933331606310965,-1.7834988773345095,-1.7811835092404427,-1.7811835092404427,-1.8093461203143084
-6.5679351777322,-7.793669767988,-2.4066628871614677,-2.4090788726470795,-2.3348248346041665,-2.4821525577468715,-2.3818643838964446,-2.4354737392508286
-4.427179207899842,-6.654240468960696,-1.4001134863574913,-1.4311884236797014,-1.40011221194216,-1.4314158272016528,-1.4314158272016528,-1.4193292488763536
-9.420658167627279,-11.632697544103054,-2.7790172646790285,-2.7837385191742743,-2.7777165416793443,-2.819656806011836,-2.8239885025951486,-2.8281412867277003
-4.900190787235916,-8.97823017772188,-2.426260131985708,-2.426260131985708,-2.5017684859815668,-2.6289101729359534,-2.6480005621160863,-2.4269568204209246
-5.984882160720451,-7.395318737240691,-2.487376083484186,-2.570285702901214,-2.5459399061515295,-2.5655049266126735,-2.570285702901214,-2.6506615982213706
-5.2922093140512265,-7.79976694190954,-2.5027241156203917,-2.5027241156203917,-2.56418754184262,-2.426174239847802,-2.453613831259931,-2.4703000357337044
-6.706501769435818,-10.986366135165838,-2.874370133356307,-2.901142437983456,-2.9233937697010126,-2.8406760869633905,-2.7135833838735475,-3.055409562660004
-11.532295955873657,-15.403924270993409,-2.6575468031818037,-2.703758690150769,-2.6871837332275863,-2.6939844893872857,-2.7341914548568274,-2.6824770195746575
-12.990950018772635,-20.58390668676078,-3.0773270100606767,-3.1835704632272566,-3.216506857731376,-3.099672913127198,-3.1020745933778473,-3.189806230482086
-11.552251822021917,-13.631306514502715,-3.357157906918498,-3.3315378449722695,-3.2196751218096584,-3.2177118307946273,-3.2425538193591956,-3.255395127459907
-10.33507622126534,-13.263567689975265,-1.5791692229845755,-1.5791692229845762,-1.6574325013832951,-1.5517976690696946,-1.5517976690696946,-1.5186079694057744
-10.020310587136413,-14.097697389528598,-2.2430868187109585,-2.1873549722859056,-2.214859575929043,-2.144842104640207,-2.0571155641648313,-2.0772190872059406
-14.360134282578752,-23.9450397318393,-1.7915863778220662,-1.7052890905621685,-1.6930518863812398,-1.6546466910029751,-1.705235263879209,-1.6983796991048516
-11.6653046536788,-20.10280098569489,-1.7249092592139197,-1.801919232240533,-1.7004879473604206,-1.6699037015070772,-1.7607573914687924,-1.7444031347582438
-19.72980937768964,-25.928026362531618,-1.8772262335782444,-1.9608706439408254,-2.158294329298049,-1.8521938460627534,-1.759501274045146,-1.958187704372259
-13.1633977422558,-23.60729672525536,-1.3902730433149584,-1.4146165520392482,-1.2923407534551357,-1.4057579003174494,-1.5007916597506918,-1.566626157866797
-11.175679602119134,-22.885919389222924,-1.503750049415018,-1.6392158331859443,-1.6021210318956003,-1.5560019363693904,-1.6375011716368761,-1.6112286448732118
-13.11447407033742,-16.78402317755288,-0.4699185897377617,-0.6017301703482655,-0.6143990714166132,-0.5974265944324278,-0.5454478092821424,-0.5748399222224211
-15.107740210947249,-17.66207178084543,-0.7162398168555278,-0.7544050045075646,-0.8598795430336452,-0.7509669093539568,-0.8839271275473874,-0.6524620064741053
-9.702254383016232,-17.215076235354964,-0.825297773298419,-1.117613771752961,-0.8459593818983977,-0.745437975660058,-1.0300348026260284,-1.0505608491242304
-17.44700743664251,-21.676132733906837,1.1076337030687913,1.1584424975492646,0.7946401313925014,1.1570991577300442,1.4678852372372595,1.1690223872087553
-13.592126359200552,-20.598117201465517,1.1671685848843771,1.1929173548780811,0.7349970650324975,1.0386851983901075,1.0159129120582011,0.9691499473428018
-14.875701169900022,-17.864807908034532,0.686081694539659,0.4496988674712319,0.4931971012933019,0.811209854274862,0.561432311647007,0.6902389430785527
-19.48521724812393,-25.622102295475123,4.2624739034667645,4.335766598515761,4.178472853972774,4.193186568535676,4.169279583508961,4.333938756110898
-11.913560545990828,-26.496872642469697,3.069584719744152,3.534493185990471,3.190925524932464,3.1384896798617463,3.167796644282962,3.181419853948866
-14.345149177328675,-13.714366942891463,2.9606023501892405,2.6126776183091565,3.0015984667992934,2.860038621146533,2.8961784712772984,2.620999977106958
